X,Y,LATITUDE,LONGITUDE,name,altitude,BEARING,href,CityObjType,ELEVATION,LocalityName,ThoroughfareName,ThoroughfareNumber,function,measuredHeight,roofType
390582.6555,5819813.077,52.5174328,13.3874568,BLDG_0003000e0064e495,34.3400002,358.7311947,2609/BLDG_0003000e0064e495.dae,Building,34.34,Berlin,Glinkastr.,45,1499,27.85,1000
390771.7721,5819630.18,52.5158271,13.3903028,BLDG_000300090055283e,33.4900017,358.7195575,2589/BLDG_000300090055283e.dae,Building,33.49,Berlin,Unter den Linden,34,2151,28.75138,1000
390520.4609,5819690.983,52.5163231,13.3865808,BLDG_0003000e003a6836,31.9599991,358.7246755,2761/BLDG_0003000e003a6836.dae,Building,31.96,Berlin,FranzÃ¶sische Str.,25,1132,26.93129,1130
390780.9762,5819346.965,52.5132838,13.3905314,BLDG_0003000e009c35d3,24.7399998,358.7161538,2790/BLDG_0003000e009c35d3.dae,Building,28.96,Berlin,Gendarmenmarkt,5,1123,36.98718,1130
390574.47,5819478.562,52.514425,13.3874463,BLDG_00030009003f01b5,29.2700005,358.7314765,2629/BLDG_00030009003f01b5.dae,Building,32.7,Berlin,Charlottenstr.,47,1411,30.58703,1130
390471.7201,5819822.757,52.5174975,13.3858194,BLDG_00030009007e9214,33.8800011,358.7306192,2653/BLDG_00030009007e9214.dae,Building,33.88,Berlin,Behrenstr.,9,1499,26.98877,1000
390459.1068,5819694.636,52.5163436,13.3856758,BLDG_0003000e0037e46b,30.8799992,358.7175951,2641/BLDG_0003000e0037e46b.dae,Building,30.88,Berlin,Behrenstr.,63,1004,25.62,1000
390792.2609,5819447.83,52.5141925,13.3906645,BLDG_00030009000144f2,32,358.7197512,2661/BLDG_00030009000144f2.dae,Building,32,Berlin,Unter den Linden,51,1005,2.73704,1000
390494.5762,5819572.852,52.5152563,13.3862384,BLDG_0003000e0055757b,33.3100014,358.7314151,2665/BLDG_0003000e0055757b.dae,Building,33.31,Berlin,JÃ¤gerstr.,59,1139,22.75757,1000
390661.2732,5819454.624,52.5142273,13.3887328,BLDG_000300000016db0b,33.7700005,358.7282754,2673/BLDG_000300000016db0b.dae,Building,33.77,Berlin,JÃ¤gerstr.,58,2523,3.61189,1000
390656.3039,5819269.705,52.5125645,13.3887204,BLDG_0003000b0071e1f0,34.0400009,358.7292794,2692/BLDG_0003000b0071e1f0.dae,Building,34.04,Berlin,Friedrichstr.,172,1004,5.07418,1000
390647.0429,5819268.153,52.5125487,13.3885845,BLDG_000300000016d850,31.3799992,358.7234521,2699/BLDG_000300000016d850.dae,Building,31.38,Berlin,JÃ¤gerstr.,59,1421,28.12,1000
390633.2015,5819344.854,52.5132352,13.3883554,BLDG_000300000016d825,33.9300003,358.7200767,2715/BLDG_000300000016d825.dae,Building,33.93,Berlin,Gendarmenmarkt,7,1004,3.12,1000
390625.7197,5819335.106,52.5131461,13.3882484,BLDG_0003000e00613bcc,31.2800007,358.7229883,2705/BLDG_0003000e00613bcc.dae,Building,31.28,Berlin,JÃ¤gerstr.,63A,1119,29.72,1000
390703.0828,5819228.423,52.5122029,13.389423,BLDG_0003000e00a4fcbf,32.8400002,358.7238926,2680/BLDG_0003000e00a4fcbf.dae,Building,32.84,Berlin,Charlottenstr.,56,1411,31.38259,1130
390619.5845,5819432.488,52.51402,13.388126,BLDG_0003000e0028382b,33.1800003,358.7245385,2721/BLDG_0003000e0028382b.dae,Building,33.18,Berlin,Friedrichstr.,176,2121,25.30343,1000
390592.8646,5819356.237,52.5133294,13.3877575,BLDG_000300000016d363,34.4799995,358.7206579,2725/BLDG_000300000016d363.dae,Building,34.48,Berlin,JÃ¤gerstr.,63D,2523,3.36945,1000
390606.7766,5819363.904,52.5134011,13.3879599,BLDG_000300000016d3f8,33.9500008,358.7184288,2732/BLDG_000300000016d3f8.dae,Building,33.95,Berlin,Friedrichstr.,164,2523,4.99457,1000
390596.4639,5819436.843,52.5140545,13.387784,DEB_LOD2_UUID_d076c73f-9d9c-4ab9-a89a-ea3adca61066,33.12,358.7206327,2851/DEB_LOD2_UUID_d076c73f-9d9c-4ab9-a89a-ea3adca61066.dae,Building,33.12,Berlin,Mohrenstr.,50,2151,23.73,2100
390573.0486,5819794.175,52.517261,13.3873215,BLDG_0003000e0064e48b,34.4700012,358.7231208,2611/BLDG_0003000e0064e48b.dae,Building,34.47,Berlin,Unter den Linden,32,2111,29.72,1130
390829.5299,5819016.983,52.5103281,13.3913549,DEB_LOD2_UUID_e53b276e-2af0-4071-9ccf-951407d37ed5,33.706,358.7319869,2874/DEB_LOD2_UUID_e53b276e-2af0-4071-9ccf-951407d37ed5.dae,Building,33.706,Berlin,Mohrenstr.,50,2151,26.573,3100
390412.6566,5819559.762,52.5151222,13.385036,BLDG_0003000e009a2253,32.0299988,358.7256673,2649/BLDG_0003000e009a2253.dae,Building,32.03,Berlin,Behrenstr.,29A,1119,32.67,1130
390452.4374,5819713.925,52.5165156,13.3855712,BLDG_0003000e0037e7bb,33.6599998,358.7289509,2657/BLDG_0003000e0037e7bb.dae,Building,33.66,Berlin,Unter den Linden,42,1004,22.34,1000
390793.419,5819432.782,52.5140575,13.3906865,BLDG_0003000e0052924e,33.6699982,358.7236402,2669/BLDG_0003000e0052924e.dae,Building,33.67,Berlin,Glinkastr.,44,1499,27.33,1130
390768.5584,5819674.806,52.5162275,13.3902408,BLDG_0003000e00964cb0,33.6899986,358.7170676,2625/BLDG_0003000e00964cb0.dae,Building,33.82,Berlin,Behrenstr.,22,1421,30.446,1130
390811.6022,5819365.9,52.5134601,13.3909763,BLDG_00030009000009f1,26.2700005,358.7243462,2677/BLDG_00030009000009f1.dae,Building,26.27,Berlin,JÃ¤gerstr.,63A,1139,36.49301,1000
390774.0746,5819438.432,52.5141044,13.3903997,BLDG_0003000e0052924b,30.9300003,358.7246516,2697/BLDG_0003000e0052924b.dae,Building,30.93,Berlin,Taubenstr.,10,1499,33.43436,1130
390596.0827,5819441.659,52.5140977,13.3877768,BLDG_0003000e00613bd9,32.2099991,358.7317762,2743/BLDG_0003000e00613bd9.dae,Building,32.21,Berlin,Friedrichstr.,176,1411,28.04093,1000
390653.6513,5819301.122,52.5128463,13.388671,BLDG_0003000e002837ac,34.1300011,358.7222782,2753/BLDG_0003000e002837ac.dae,Building,34.13,Berlin,Behrenstr.,54,1421,29.89684,1130
390623.6469,5819376.97,52.5135219,13.3882041,BLDG_000300000016d63b,33.9000015,358.7234882,2757/BLDG_000300000016d63b.dae,Building,33.9,Berlin,Taubenstr.,10,2364,4.27843,1000
390818.7196,5819464.399,52.5143467,13.3910488,BLDG_00030009000144b9,28.1000004,358.7320104,2747/BLDG_00030009000144b9.dae,Building,28.1,Berlin,JÃ¤gerstr.,65,1499,34.56863,1130
390611.4671,5819335.903,52.5131504,13.3880382,DEB_LOD2_UUID_07ef6137-571b-4037-a62f-d1e11637a461,34.425,358.7185398,2763/DEB_LOD2_UUID_07ef6137-571b-4037-a62f-d1e11637a461.dae,Building,34.425,Berlin,Friedrichstr.,176,2364,1.111,1000
390288.6804,5819961.877,52.5187109,13.3830771,DEB_LOD2_UUID_ad80f65f-592b-418c-9f4e-51789bfe25a8,33.76,358.7297235,2772/DEB_LOD2_UUID_ad80f65f-592b-418c-9f4e-51789bfe25a8.dae,Building,33.76,Berlin,Friedrichstr.,176,2364,4.149,1000
390633.7901,5819639.701,52.515885,13.3882671,BLDG_0003000e0064e480,32.5600014,358.7227868,2727/BLDG_0003000e0064e480.dae,Building,32.74,Berlin,Friedrichstr.,176,1461,34.63,1130
390997.0094,5819477.354,52.5144988,13.3936708,DEB_LOD2_UUID_93e59e95-0274-4c91-9574-0025cb63c40a,34.18,358.723799,2779/DEB_LOD2_UUID_93e59e95-0274-4c91-9574-0025cb63c40a.dae,Building,34.18,Berlin,Friedrichstr.,176,2364,3.192,1000
390429.6245,5819705.567,52.5164359,13.3852379,BLDG_0003000e0037e7d5,33.8499985,358.7170629,2614/BLDG_0003000e0037e7d5.dae,Building,33.85,Berlin,Unter den Linden,38,1004,2.90489,1000
390862.6536,5819466.703,52.5143762,13.3916952,BLDG_0003000e007958d2,33.5099983,358.7344708,2786/BLDG_0003000e007958d2.dae,Building,,Berlin,Friedrichstr.,176,1141,22.96,1130
390625.557,5819253.321,52.5124111,13.3882729,DEB_LOD2_UUID_02467df1-5a4d-4e19-b75b-b5844a36608a,32.62,358.7157098,3958/DEB_LOD2_UUID_02467df1-5a4d-4e19-b75b-b5844a36608a.dae,Building,32.62,Berlin,FranzÃ¶sische Str.,63,1119,30.535,2100
390583.9657,5819543.525,52.5150107,13.3875648,BLDG_0003000e009a224e,33.2799988,358.7233575,2621/BLDG_0003000e009a224e.dae,Building,33.28,Berlin,Unter den Linden,51,1119,26.22,1130
390445.6129,5819603.046,52.5155178,13.3855072,BLDG_0003000e0028381c,33.1500015,358.7230853,2637/BLDG_0003000e0028381c.dae,Building,33.15,Berlin,Friedrichstr.,154,1004,20.2269,1000
390661.021,5819833.505,52.5176321,13.3886045,BLDG_0003000e0061406f,34.2299995,358.7148045,2632/BLDG_0003000e0061406f.dae,Building,34.23,Berlin,FranzÃ¶sische Str.,14,1499,27.09,1130
390620.3016,5819422.646,52.5139317,13.3881398,BLDG_0003000e0028382e,27.7700005,358.7179955,2684/BLDG_0003000e0028382e.dae,Building,27.77,Berlin,Taubenstr.,11,2121,30.73121,1000
390800.215,5819549.738,52.5151099,13.3907482,BLDG_00030009000144f0,29.8400002,358.725413,2645/BLDG_00030009000144f0.dae,Building,29.84,Berlin,Glinkastr.,45,1461,36.36,1130
390673.3414,5819437.486,52.5140757,13.3889162,BLDG_0003000900014026,33.5699997,358.7269842,2689/BLDG_0003000900014026.dae,Building,33.57,Berlin,JÃ¤gerstr.,63B,2121,25.70518,1000
390688.2795,5819426.047,52.5139759,13.38914,BLDG_0003000e002837f6,31.7399998,358.7305121,2707/BLDG_0003000e002837f6.dae,Building,31.74,Berlin,Taubenstr.,10,2121,30.38516,1000
390636.7487,5819375.108,52.5135078,13.3883977,BLDG_000300000016d7a8,33.9500008,358.7310862,2737/BLDG_000300000016d7a8.dae,Building,33.95,Berlin,Friedrichstr.,176,1004,3.3,1000
390581.9297,5819538.385,52.5149641,13.3875365,DEB_LOD2_UUID_091ccdc2-303b-442e-b4f5-af876c73be6b,34.387,358.73135,2860/DEB_LOD2_UUID_091ccdc2-303b-442e-b4f5-af876c73be6b.dae,Building,34.387,Berlin,Mohrenstr.,50,2151,2.844,1000
390487.5832,5819818.151,52.5174593,13.3860546,BLDG_0003000e00768243,33.5699997,358.7209807,2713/BLDG_0003000e00768243.dae,Building,33.57,Berlin,Taubenstr.,43,2921,28.99,1130
390700.2625,5819583.981,52.5153976,13.3892646,DEB_LOD2_UUID_95f3a535-4db7-4337-b115-2ed7a889487b,33.83,358.7176906,2965/DEB_LOD2_UUID_95f3a535-4db7-4337-b115-2ed7a889487b.dae,Building,33.83,Berlin,FranzÃ¶sische Str.,63,1119,28.518,1000
390526.9604,5819320.821,52.5129979,13.3867984,DEB_LOD2_UUID_223c804e-ed2e-4970-b42b-df3fcc4e8b30,31.285,358.7297442,3078/DEB_LOD2_UUID_223c804e-ed2e-4970-b42b-df3fcc4e8b30.dae,Building,31.285,Berlin,FranzÃ¶sische Str.,63,1119,30.715,1000
390603.9004,5819469.492,52.5143494,13.3878828,DEB_LOD2_UUID_aafe396c-a5cf-46c2-896d-e2fcaba7db3f,33.06,358.7250218,3160/DEB_LOD2_UUID_aafe396c-a5cf-46c2-896d-e2fcaba7db3f.dae,Building,33.06,Berlin,FranzÃ¶sische Str.,63,1119,21.217,2100
390263.8629,5819986.413,52.5189264,13.3827034,DEB_LOD2_UUID_39882ba5-7757-4064-b531-02b4ef658a3b,34.2,358.7108625,4368/DEB_LOD2_UUID_39882ba5-7757-4064-b531-02b4ef658a3b.dae,Building,34.2,Berlin,FranzÃ¶sische Str.,63,1119,9.326,2100
390448.1158,5819516.75,52.5147428,13.3855725,BLDG_0003000e009a224a,32.4599991,358.7225514,2875/BLDG_0003000e009a224a.dae,Building,32.46,Berlin,Mohrenstr.,50,1119,31.78361,1130
390559.4415,5819330.355,52.5130901,13.3872737,DEB_LOD2_UUID_9eaa711f-b51f-4d92-8155-5f95d7d77328,33.2,358.7218204,2954/DEB_LOD2_UUID_9eaa711f-b51f-4d92-8155-5f95d7d77328.dae,Building,33.2,Berlin,FranzÃ¶sische Str.,63,1119,25.936,1000
390761.7247,5819011.829,52.5102682,13.3903579,DEB_LOD2_UUID_411baf6c-d2fd-4c50-b00a-dae7d301c393,34.51,358.7191711,2914/DEB_LOD2_UUID_411baf6c-d2fd-4c50-b00a-dae7d301c393.dae,Building,34.51,Berlin,FranzÃ¶sische Str.,63,1119,25.781,3100
390772.5384,5819819.488,52.5175285,13.3902519,DEB_LOD2_UUID_03e8e9a5-c5a7-492d-aaf2-95e3b6e87645,33.44,358.7210572,2964/DEB_LOD2_UUID_03e8e9a5-c5a7-492d-aaf2-95e3b6e87645.dae,Building,33.44,Berlin,FranzÃ¶sische Str.,63,1119,27.306,2100
390297.125,5819972.793,52.5188107,13.3831979,DEB_LOD2_UUID_766d4b16-bbb9-4912-bb8d-9483bfd7d2e0,34.22,358.7228826,2794/DEB_LOD2_UUID_766d4b16-bbb9-4912-bb8d-9483bfd7d2e0.dae,Building,34.22,Berlin,Charlottenstr.,55,1123,5.401,2100
390663.5429,5819126.82,52.5112819,13.388874,DEB_LOD2_UUID_0734cbe3-9bee-4399-ba30-3e4f67ebc881,34.43,358.7216335,3059/DEB_LOD2_UUID_0734cbe3-9bee-4399-ba30-3e4f67ebc881.dae,Building,34.43,Berlin,FranzÃ¶sische Str.,63,1119,30.205,1000
390699.4519,5819574.43,52.5153116,13.3892558,DEB_LOD2_UUID_91e2e45f-4999-487c-b7fc-76a2880775f8,33.97,358.719018,2814/DEB_LOD2_UUID_91e2e45f-4999-487c-b7fc-76a2880775f8.dae,Building,33.97,Berlin,FranzÃ¶sische Str.,23,2151,19.193,2100
390358.2526,5819406.315,52.5137323,13.3842852,DEB_LOD2_UUID_15b57ecd-6c73-4dc2-8e01-95d1edf81223,34.106,358.7142667,2829/DEB_LOD2_UUID_15b57ecd-6c73-4dc2-8e01-95d1edf81223.dae,Building,34.106,Berlin,FranzÃ¶sische Str.,23,2151,2.408,1000
390308.8123,5819945.736,52.5185699,13.383379,DEB_LOD2_UUID_3de68d3c-e6e8-470d-a9e4-e52bbd9839db,33.68,358.7152883,2836/DEB_LOD2_UUID_3de68d3c-e6e8-470d-a9e4-e52bbd9839db.dae,Building,33.68,Berlin,FranzÃ¶sische Str.,23,2151,22.952,1000
390717.5585,5819499.326,52.5146403,13.3895472,BLDG_000300090001402f,30.2000008,358.7250764,2810/BLDG_000300090001402f.dae,Building,,Berlin,Charlottenstr.,55,2151,34.50665,1130
390745.0952,5819160.297,52.5115991,13.3900642,DEB_LOD2_UUID_4156c1da-b4ed-4b45-9d58-d69302cc89b4,34.32,358.7347999,3037/DEB_LOD2_UUID_4156c1da-b4ed-4b45-9d58-d69302cc89b4.dae,Building,34.32,Berlin,FranzÃ¶sische Str.,63,1119,6.551,1000
390576.4902,5819317.055,52.512974,13.3875292,DEB_LOD2_UUID_bdba8cdc-80d7-457e-b484-b3c503bab56f,30.96,358.7327769,3069/DEB_LOD2_UUID_bdba8cdc-80d7-457e-b484-b3c503bab56f.dae,Building,30.96,Berlin,FranzÃ¶sische Str.,63,1119,31.536,1000
390956.3908,5819105.193,52.5111462,13.3931945,DEB_LOD2_UUID_a1186cbe-f98f-4447-ae2d-b11cbdb8365c,34.34,358.7247799,3171/DEB_LOD2_UUID_a1186cbe-f98f-4447-ae2d-b11cbdb8365c.dae,Building,34.34,Berlin,FranzÃ¶sische Str.,63,1119,43.892,1000
390767.2794,5819817.747,52.5175118,13.390175,DEB_LOD2_UUID_fefdbd34-9416-4165-8ce8-28497cf214a7,33.44,358.7352204,3120/DEB_LOD2_UUID_fefdbd34-9416-4165-8ce8-28497cf214a7.dae,Building,33.44,Berlin,FranzÃ¶sische Str.,63,1119,6.829,1000
390701.081,5819553.429,52.5151232,13.3892867,DEB_LOD2_UUID_47ed596a-01db-4e8b-a3f3-0269bd3b860a,33.917,358.7192967,3149/DEB_LOD2_UUID_47ed596a-01db-4e8b-a3f3-0269bd3b860a.dae,Building,33.917,Berlin,FranzÃ¶sische Str.,63,1119,22.827,1000
390770.0829,5819831.138,52.5176327,13.3902119,DEB_LOD2_UUID_a3437e86-8557-49ba-acea-e00e5c89226f,32.13,358.7167091,3163/DEB_LOD2_UUID_a3437e86-8557-49ba-acea-e00e5c89226f.dae,Building,32.13,Berlin,FranzÃ¶sische Str.,63,1119,31.757,2100
390766.7582,5819531.066,52.5149354,13.3902615,DEB_LOD2_UUID_c2a12e85-19ad-48b6-9006-5bfd9f838778,33.76,358.726266,3211/DEB_LOD2_UUID_c2a12e85-19ad-48b6-9006-5bfd9f838778.dae,Building,33.76,Berlin,FranzÃ¶sische Str.,63,1119,27.308,2100
390723.0682,5819261.216,52.5125016,13.3897066,BLDG_0003000f00303bf2,33.7700005,358.7295195,2864/BLDG_0003000f00303bf2.dae,Building,33.95,Berlin,FranzÃ¶sische Str.,23,2151,36.54436,1000
390916.1523,5819486.053,52.5145608,13.3924769,BLDG_00030002007d1a88,34.0800018,358.733467,2741/BLDG_00030002007d1a88.dae,Building,34.1,Berlin,Unter den Linden,40,1139,60.538,1130
390718.2119,5819925.979,52.5184746,13.3894166,DEB_LOD2_UUID_78143d47-de57-430f-bf7f-8afff0681340,33.71,358.7331597,3250/DEB_LOD2_UUID_78143d47-de57-430f-bf7f-8afff0681340.dae,Building,33.71,Berlin,FranzÃ¶sische Str.,63,1119,25.142,2100
390336.6259,5819357.003,52.5132848,13.3839829,DEB_LOD2_UUID_792aca83-8b7d-404f-baee-23ebb1f3969c,32.61,358.7147464,3251/DEB_LOD2_UUID_792aca83-8b7d-404f-baee-23ebb1f3969c.dae,Building,32.61,Berlin,FranzÃ¶sische Str.,63,1119,24.887,3100
390483.1742,5819961.596,52.5187475,13.3859424,DEB_LOD2_UUID_dbb436ff-cc77-4dff-be95-e70013df4ea6,33.63,358.7171401,3350/DEB_LOD2_UUID_dbb436ff-cc77-4dff-be95-e70013df4ea6.dae,Building,33.63,Berlin,FranzÃ¶sische Str.,63,1119,4.068,1000
390555.3723,5819273.416,52.5125776,13.3872325,DEB_LOD2_UUID_18aa324c-c0c8-4503-8c97-88da5b7566ab,34.51,358.7271423,3467/DEB_LOD2_UUID_18aa324c-c0c8-4503-8c97-88da5b7566ab.dae,Building,34.51,Berlin,FranzÃ¶sische Str.,63,1119,5.491,1000
390768.6918,5819925.521,52.5184806,13.3901604,DEB_LOD2_UUID_e0f1363c-c7f5-40cf-bb11-3229fc0c8e9d,33.74,358.7251376,3362/DEB_LOD2_UUID_e0f1363c-c7f5-40cf-bb11-3229fc0c8e9d.dae,Building,33.74,Berlin,FranzÃ¶sische Str.,63,1119,24.844,1000
390490.7619,5819974.891,52.5188685,13.3860498,DEB_LOD2_UUID_ec44cd3f-e827-4bfd-9733-19ae820125a6,33.6,358.7306497,3492/DEB_LOD2_UUID_ec44cd3f-e827-4bfd-9733-19ae820125a6.dae,Building,33.6,Berlin,FranzÃ¶sische Str.,63,1119,4.102,1000
390302.6573,5819824.281,52.5174772,13.3833284,DEB_LOD2_UUID_a4e81c56-010b-4402-b270-30f796163a4e,32.576,358.7124117,3395/DEB_LOD2_UUID_a4e81c56-010b-4402-b270-30f796163a4e.dae,Building,32.576,Berlin,FranzÃ¶sische Str.,63,1119,3,1000
390360.0287,5819373.137,52.5134345,13.3843223,DEB_LOD2_UUID_675b5333-42ac-470f-9f97-91479da0c805,33.228,358.7145844,3420/DEB_LOD2_UUID_675b5333-42ac-470f-9f97-91479da0c805.dae,Building,33.228,Berlin,FranzÃ¶sische Str.,63,1119,6.872,1000
390746.0739,5819934.048,52.5185527,13.3898244,DEB_LOD2_UUID_a42d0454-3274-4bd2-aee1-3b36344c9bdc,33.709,358.7307649,3529/DEB_LOD2_UUID_a42d0454-3274-4bd2-aee1-3b36344c9bdc.dae,Building,33.709,Berlin,FranzÃ¶sische Str.,63,1119,25.404,1000
390339.6493,5819445.356,52.5140794,13.3839983,DEB_LOD2_UUID_86aa30c2-1ee9-49ae-91d3-932e2f732065,33.815,358.730144,3621/DEB_LOD2_UUID_86aa30c2-1ee9-49ae-91d3-932e2f732065.dae,Building,33.815,Berlin,FranzÃ¶sische Str.,63,1119,12.844,1000
390622.2046,5819096.173,52.5109982,13.3882752,DEB_LOD2_UUID_47b01bff-8b69-4548-9a54-8090afeec19d,34.661,358.7146208,3556/DEB_LOD2_UUID_47b01bff-8b69-4548-9a54-8090afeec19d.dae,Building,34.661,Berlin,FranzÃ¶sische Str.,63,1119,30.577,1000
390970.1353,5819179.152,52.5118136,13.3933727,DEB_LOD2_UUID_7aa593b5-c178-43e8-836d-fb64abfa7fc8,33.36,358.7205929,3436/DEB_LOD2_UUID_7aa593b5-c178-43e8-836d-fb64abfa7fc8.dae,Building,33.36,Berlin,FranzÃ¶sische Str.,63,1119,34.951,1000
390346.4414,5819961.306,52.5187174,13.3839282,DEB_LOD2_UUID_2008111b-55b5-4a5d-a2ef-0d1389b35a47,33.94,358.7217925,3645/DEB_LOD2_UUID_2008111b-55b5-4a5d-a2ef-0d1389b35a47.dae,Building,33.94,Berlin,FranzÃ¶sische Str.,63,1119,25.253,1000
390322.674,5819951.813,52.5186273,13.3835812,DEB_LOD2_UUID_dd1e7d67-d228-45da-b5da-270324ea43d7,33.88,358.7232262,3829/DEB_LOD2_UUID_dd1e7d67-d228-45da-b5da-270324ea43d7.dae,Building,33.88,Berlin,FranzÃ¶sische Str.,63,1119,20.337,2100
390586.2591,5819259.585,52.5124595,13.387692,DEB_LOD2_UUID_5a2423e9-e656-45e2-adec-489fca27ae1b,32.36,358.7212334,3993/DEB_LOD2_UUID_5a2423e9-e656-45e2-adec-489fca27ae1b.dae,Building,32.36,Berlin,FranzÃ¶sische Str.,63,1119,29.09,2100
390561.1452,5819348.577,52.5132542,13.3872928,DEB_LOD2_UUID_19c7e3d0-7c76-4a27-ba39-5f8c2d20e17e,30.11,358.7240973,3873/DEB_LOD2_UUID_19c7e3d0-7c76-4a27-ba39-5f8c2d20e17e.dae,Building,30.11,Berlin,FranzÃ¶sische Str.,63,1119,31.746,1000
390688.4882,5819721.048,52.516627,13.3890461,DEB_LOD2_UUID_7393f199-cfad-4fdc-b648-bf3011dfb0b9,33.515,358.7225432,3714/DEB_LOD2_UUID_7393f199-cfad-4fdc-b648-bf3011dfb0b9.dae,Building,33.515,Berlin,FranzÃ¶sische Str.,63,1119,31.525,1000
390923.425,5819086.108,52.5109681,13.3927152,DEB_LOD2_UUID_ad520511-b548-4c61-877a-2c670165a6bb,34.24,358.7219822,5047/DEB_LOD2_UUID_ad520511-b548-4c61-877a-2c670165a6bb.dae,Building,34.24,Berlin,FranzÃ¶sische Str.,63,1119,44.149,1000
390712.7401,5819575.468,52.5153236,13.3894512,DEB_LOD2_UUID_b4d9b4ee-abf6-4588-b987-cdd77e766637,33.95,358.7253624,3959/DEB_LOD2_UUID_b4d9b4ee-abf6-4588-b987-cdd77e766637.dae,Building,33.95,Berlin,FranzÃ¶sische Str.,63,1119,15.977,2100
390733.9788,5819355.902,52.5133547,13.3898362,DEB_LOD2_UUID_fe26876b-25a0-4f13-8373-1b69973e5cc8,34.15,358.7276661,3783/DEB_LOD2_UUID_fe26876b-25a0-4f13-8373-1b69973e5cc8.dae,Building,34.15,Berlin,FranzÃ¶sische Str.,63,1119,34.519,1000
390234.3394,5819890.909,52.5180622,13.3823,BLDG_0003000e00284ec9,31.6599998,358.7165905,5339/BLDG_0003000e00284ec9.dae,Building,31.66,Berlin,FranzÃ¶sische Str.,63,1111,27.14,1130
390256.802,5819410.98,52.5137538,13.3827893,DEB_LOD2_UUID_1fbf7ffe-3e81-465f-bef1-1e8df581e5cc,34.11,358.7255867,5134/DEB_LOD2_UUID_1fbf7ffe-3e81-465f-bef1-1e8df581e5cc.dae,Building,34.11,Berlin,FranzÃ¶sische Str.,63,1119,24.262,2100
390512.1961,5819522.584,52.5148081,13.3865145,DEB_LOD2_UUID_45dfcefd-7d64-442f-b4a6-a96deb99bfd0,33.64,358.7144078,5361/DEB_LOD2_UUID_45dfcefd-7d64-442f-b4a6-a96deb99bfd0.dae,Building,33.64,Berlin,FranzÃ¶sische Str.,63,1111,22.38,1000
390492.9782,5819621.927,52.515697,13.3861987,DEB_LOD2_UUID_8d38e4c0-0128-4bdc-83a5-8435897013db,33.59,358.7260399,5480/DEB_LOD2_UUID_8d38e4c0-0128-4bdc-83a5-8435897013db.dae,Building,33.59,Berlin,FranzÃ¶sische Str.,63,1411,8.73,1000
390827.6745,5819159.18,52.5116056,13.3912809,BLDG_00030002007d1d3b,33.7799988,358.7191843,5406/BLDG_00030002007d1d3b.dae,Building,34.08,Berlin,FranzÃ¶sische Str.,63,2121,29.41666,1130
390667.2642,5819931.334,52.5185125,13.3886643,BLDG_0003000a00043d9c,33.5400009,358.7269856,5500/BLDG_0003000a00043d9c.dae,Building,33.54,Berlin,Gendarmenmarkt,3,2151,33.37,1130
390848.5771,5819686.509,52.5163487,13.3914157,DEB_LOD2_UUID_73550a18-eb25-4e24-8434-c45d80853ced,30.96,358.7182937,5711/DEB_LOD2_UUID_73550a18-eb25-4e24-8434-c45d80853ced.dae,Building,30.96,Berlin,Gendarmenmarkt,3,2151,35.033,1000
390579.9386,5819278.131,52.5126249,13.3875928,DEB_LOD2_UUID_cadc9fac-9e07-4c9a-9612-674fd790c039,32.803,358.7253987,4420/DEB_LOD2_UUID_cadc9fac-9e07-4c9a-9612-674fd790c039.dae,Building,32.803,Berlin,FranzÃ¶sische Str.,63,1119,7.416,1000
390676.9202,5819942.735,52.5186169,13.3888028,DEB_LOD2_UUID_64d0ea50-b4cb-4649-aad6-5a5147af1723,33.81,358.7194396,4428/DEB_LOD2_UUID_64d0ea50-b4cb-4649-aad6-5a5147af1723.dae,Building,33.81,Berlin,FranzÃ¶sische Str.,63,1119,24.454,1000
390668.1749,5819061.486,52.5106957,13.3889637,DEB_LOD2_UUID_0e0b2729-6d0a-44ac-b32c-c8b4df06bb0e,34.61,358.7186762,5612/DEB_LOD2_UUID_0e0b2729-6d0a-44ac-b32c-c8b4df06bb0e.dae,Building,34.61,Berlin,Gendarmenmarkt,3,2151,31.585,1000
390668.9324,5819239.322,52.512294,13.3889164,DEB_LOD2_UUID_c35a998b-a396-4642-86bf-b64e3dbf4b5b,33.28,358.7285755,4447/DEB_LOD2_UUID_c35a998b-a396-4642-86bf-b64e3dbf4b5b.dae,Building,33.28,Berlin,FranzÃ¶sische Str.,63,1119,29.79,1000
390584.2194,5819044.232,52.5105238,13.3877328,DEB_LOD2_UUID_e94511fe-213c-41d4-9102-577758219f03,34.762,358.7221534,4997/DEB_LOD2_UUID_e94511fe-213c-41d4-9102-577758219f03.dae,Building,34.762,Berlin,FranzÃ¶sische Str.,63,1119,4.966,1000
390590.3054,5819861.067,52.5178656,13.3875537,DEB_LOD2_UUID_8dcbbb17-fcca-4846-9073-26cc4ee84d56,34.299,358.7303362,4662/DEB_LOD2_UUID_8dcbbb17-fcca-4846-9073-26cc4ee84d56.dae,Building,,Berlin,FranzÃ¶sische Str.,63,1119,30.81,1000
