LABEL,landuse,access,leisure,name,wheelchair,historic,religion,Surf_Type,area_highw,kerb,landcover,postal_cod,leaf_cycle,leaf_type,natural,changeset,addr_city,addr_postc,addr_count,addr_subur,amenity,opening_ho,lit,fee,parking,park_ride,supervised,surface,capacity,capacity_d,capacity_p,capacity_w,parking_co,parking_c1,parking_c2,parking_c3,note,highway,area,bicycle,ID,PERIMETER,ENCLOSED_A,GEOMETRY
,,,,,,,,Parking Lot,,,,,,,,76722462,,,,,parking,,,,,,,,,,,,,,,,,,,,892,,,"POLYGON(( 392591.303708036 5820191.012973248, 392592.987095336 5820193.490918696, 392594.116706245 5820195.168685503, 392603.221007463 5820189.032198318, 392594.237130270 5820189.032198318, 392591.303708036 5820191.012973248 ))"
,,,,,,,,Parking Lot,,,,,,,,76721711,,,,,parking,,,,,,,,,,,,,,,,,,,,893,,,"POLYGON(( 392568.027419036 5820189.032198318, 392558.871842482 5820189.032198318, 392571.824060227 5820205.282398583, 392577.427991875 5820200.831012722, 392568.027419036 5820189.032198318 ))"
,,yes,,,,,,Parking Lot,,,,,,,,63190493,,,,,parking,24/7,,yes,underground,,,,,,,,,,,,,,,,894,,,"POLYGON(( 392520.026167968 5820958.650492406, 392524.488014785 5820967.755215123, 392544.607057584 5820957.410890238, 392548.239232855 5820955.617667181, 392561.018748938 5820949.451196374, 392558.840778693 5820944.836473684, 392556.474875427 5820940.626460214, 392544.040802224 5820946.763107056, 392520.026167968 5820958.650492406 ))"
,,private,,,,,,Parking Lot,,,,,,,,79654744,,,,,parking,,,,surface,,,asphalt,,,,,,,,,use not quite clear yet,,,,895,,,"POLYGON(( 392235.070606849 5820422.554502266, 392235.070606849 5820427.883041865, 392241.446896003 5820434.581784636, 392237.381057203 5820438.888204777, 392261.895947994 5820463.833217608, 392274.245413613 5820475.402374895, 392277.189975047 5820475.660562475, 392294.912229995 5820460.884364445, 392286.176307320 5820450.671494043, 392276.482821168 5820440.435091832, 392267.760949979 5820430.555739247, 392259.890700119 5820437.171019202, 392245.095457178 5820422.417325256, 392241.440354437 5820425.958072849, 392235.440693316 5820422.272765362, 392235.070606849 5820422.554502266 ))"
,,,,,limited,,,Parking Lot,,,,,,,,69736395,,,,,parking,,,yes,surface,,no,,,,,,,,,,,,,,896,,,"POLYGON(( 392694.279567052 5820310.375808038, 392682.153063695 5820319.081358316, 392727.308528732 5820381.664228149, 392727.425706521 5820381.580873234, 392728.294957838 5820382.802857229, 392729.164200668 5820384.024840103, 392729.063154447 5820384.096717112, 392733.423403903 5820390.143671157, 392780.963145040 5820357.431920916, 392763.978977411 5820332.867246812, 392752.339093688 5820329.483551837, 392729.060583458 5820321.051425078, 392762.634540374 5820370.043700529, 392758.928333465 5820372.593914557, 392723.360955659 5820320.692771359, 392724.988974045 5820319.577108494, 392699.943725040 5820310.561613498, 392749.134870108 5820379.332725490, 392745.428054246 5820381.883358534, 392694.279567052 5820310.375808038 ))"
,,permit,,,,,,Parking Lot,,,,,,,,82075030,,,,,parking,,,,,,,concrete,,,,,,,,,,,,,897,,,"POLYGON(( 392591.308324711 5820607.739434094, 392592.921926054 5820613.779707933, 392650.559361192 5820571.767861931, 392649.835061910 5820564.116853315, 392626.444446081 5820581.170576764, 392591.308324711 5820607.739434094 ))"
,,,,,,,,Pedestrain_Area,,,,10178,,,,,,,,,,,yes,,,,,paving_stones,,,,,,,,,,pedestrian,yes,,898,,,"POLYGON(( 392609.057176029 5820280.560080171, 392609.274749337 5820280.979646202, 392609.274574551 5820280.979736827, 392609.056567417 5820280.559199115, 392609.057176029 5820280.560080171 ))"
,,,,,,,,Pedestrain_Area,,,,10178,,,,,,,,,,,yes,,,,,paving_stones,,,,,,,,,,pedestrian,yes,,899,,,"POLYGON(( 392598.677888061 5820286.473100621, 392598.677888060 5820286.473100621, 392600.363688355 5820290.609891453, 392600.303086639 5820290.461180705, 392615.901749139 5820313.162633352, 392625.351548172 5820306.453590816, 392608.101527558 5820281.587848985, 392609.274574551 5820280.979736827, 392598.677888061 5820286.473100621 ))"
,,,,,,,,Pedestrain_Area,,,,10178,,,,,,,,,,,yes,,,,,paving_stones,,,,,,,,,,pedestrian,yes,,900,,,"POLYGON(( 392627.057763082 5820308.920477377, 392617.615186413 5820315.624392365, 392634.871822942 5820340.190683952, 392644.212015614 5820333.795345653, 392627.057763082 5820308.920477377 ), ( 392633.952838500 5820320.650293172, 392626.566212128 5820309.697709261, 392627.249471660 5820309.198479518, 392634.747103467 5820320.070571037, 392633.952838500 5820320.650293172 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,901,,,"POLYGON(( 392235.070606850 5820394.042742850, 392235.070606849 5820404.534788207, 392243.396129200 5820395.781806004, 392243.727651126 5820395.529109439, 392243.639000000 5820395.413000000, 392245.664000000 5820393.850000000, 392245.665988988 5820393.852613511, 392248.874427736 5820391.366703990, 392249.057199143 5820391.566456410, 392250.901018518 5820390.353509099, 392247.260026210 5820386.878778525, 392237.104198076 5820396.247248227, 392235.070606853 5820394.042742854, 392235.070606850 5820394.042742850 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,902,,,"POLYGON(( 392235.070606850 5820380.285542424, 392235.070606850 5820389.962296806, 392242.911749251 5820382.729060642, 392237.635028813 5820377.693295589, 392235.070606850 5820380.285542424 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,903,,,"POLYGON(( 392272.178388525 5820374.278109742, 392272.178387802 5820374.278110282, 392272.287074115 5820374.421117123, 392272.287074837 5820374.421116579, 392272.178388525 5820374.278109742 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,904,,,"POLYGON(( 392235.070606852 5820260.035318406, 392235.070615618 5820269.389543826, 392237.902055564 5820266.520014760, 392239.246276820 5820267.849153534, 392239.289921239 5820267.804737343, 392254.454672985 5820282.886907239, 392259.527384077 5820287.902701230, 392272.692224707 5820300.919827830, 392287.442080891 5820315.504184720, 392293.022970908 5820321.022454680, 392286.479666551 5820327.650381160, 392283.660262854 5820330.506247438, 392283.981015148 5820330.831326575, 392274.934874320 5820339.975887705, 392282.626379675 5820347.816900351, 392282.784109428 5820347.678304064, 392282.880270515 5820347.597315467, 392297.338549122 5820335.929421978, 392302.337826786 5820331.893119605, 392302.337826786 5820331.893119605, 392286.503517027 5820313.191616547, 392258.669235197 5820284.273033167, 392237.849723171 5820262.491962899, 392235.070606852 5820260.035318406 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,905,,,"POLYGON(( 392235.070606852 5820251.006511506, 392235.070606852 5820256.032297252, 392235.070615618 5820256.032287335, 392237.057001489 5820253.785152836, 392239.673117849 5820256.097711118, 392251.050165721 5820243.264354404, 392255.185294586 5820246.438602049, 392294.585564938 5820197.679755370, 392297.306326918 5820194.313459510, 392314.396716731 5820208.339512780, 392314.332123103 5820208.417708295, 392314.426818901 5820208.495650014, 392272.945116408 5820258.666111404, 392269.286170176 5820262.958369112, 392268.696233676 5820263.672659170, 392268.683962598 5820263.664810231, 392268.498648135 5820263.882199987, 392250.586215355 5820252.830036387, 392244.006540228 5820260.251935061, 392260.815350794 5820277.837068534, 392287.610493311 5820249.326850453, 392307.351216449 5820226.244564891, 392314.602677136 5820217.771408819, 392327.411286357 5820201.897750491, 392313.539039599 5820191.425967649, 392315.346036011 5820189.032198310, 392315.346036012 5820189.032198308, 392297.348020057 5820189.032198308, 392298.454166957 5820191.819990468, 392297.973266207 5820192.010803614, 392291.796905013 5820195.681982143, 392286.789657161 5820199.394868451, 392280.783839030 5820204.787734861, 392278.780007745 5820202.556144443, 392278.504440031 5820202.249256378, 392242.972534466 5820241.218287046, 392241.087874795 5820243.447588773, 392237.725463065 5820246.980074763, 392238.247795809 5820247.446197818, 392239.366668725 5820248.444672364, 392236.189479785 5820252.004986052, 392235.070606855 5820251.006511508, 392235.070606852 5820251.006511506 ), ( 392252.826934408 5820235.538702721, 392251.725710622 5820234.539093389, 392260.461130263 5820224.967189180, 392261.562354246 5820225.966798510, 392252.826934408 5820235.538702721 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,906,,,"POLYGON(( 392235.070606852 5820248.536681913, 392235.070606852 5820248.754232591, 392235.175579750 5820248.636601424, 392235.070606855 5820248.536681915, 392235.070606852 5820248.536681913 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,907,,,"POLYGON(( 392235.070606852 5820242.756024117, 392235.070606852 5820247.304137161, 392239.822305187 5820242.312093102, 392241.695194855 5820240.096713785, 392277.363250915 5820200.978362508, 392276.776167720 5820200.324552876, 392282.991094877 5820194.743918845, 392286.448200642 5820192.180466320, 392287.379358383 5820191.327350805, 392290.758578516 5820189.032198308, 392281.214604371 5820189.032198308, 392283.420372782 5820191.064418307, 392276.662672635 5820198.399228195, 392276.868713048 5820198.584350406, 392262.247659427 5820214.857632157, 392237.761093419 5820241.093984117, 392235.695048714 5820243.332386374, 392235.070606855 5820242.756024119, 392235.070606852 5820242.756024117 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,908,,,"POLYGON(( 392235.070606853 5820235.309824506, 392235.070606853 5820241.503115991, 392236.515392753 5820239.937800389, 392260.994184471 5820213.709778436, 392273.967458194 5820199.270481354, 392272.785316549 5820198.181349889, 392272.682430678 5820198.086559337, 392255.306472721 5820215.849004388, 392238.081786167 5820234.039914833, 392238.249869440 5820234.200725048, 392237.213189017 5820235.284295510, 392236.176499834 5820236.367864847, 392235.070606853 5820235.309824506 ), ( 392245.171898736 5820228.506881854, 392244.437584312 5820227.833060856, 392253.240601471 5820218.248548151, 392253.974916005 5820218.922369148, 392245.171898736 5820228.506881854 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,909,,,"POLYGON(( 392235.070606853 5820232.857878366, 392235.070606853 5820233.859273216, 392235.382727015 5820233.533038661, 392235.573287193 5820233.333859268, 392235.070606855 5820232.857878368, 392235.070606853 5820232.857878366 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,910,,,"POLYGON(( 392264.972822040 5820282.172278639, 392290.957901285 5820309.169623426, 392307.029318916 5820328.151169265, 392324.592473308 5820314.322981684, 392330.252942273 5820310.073674379, 392337.472403413 5820305.057009903, 392338.033523088 5820305.864513055, 392349.557120908 5820296.679663018, 392351.886040628 5820299.597044066, 392372.989638925 5820282.009663173, 392374.096150596 5820281.313982414, 392359.699132241 5820266.111356177, 392336.593984531 5820250.660340034, 392310.143209326 5820232.209001543, 392292.077767774 5820253.332426977, 392264.972822040 5820282.172278639 ), ( 392322.127720260 5820288.912673053, 392320.585473084 5820292.240216450, 392318.023506967 5820294.877936737, 392314.734213087 5820296.541239332, 392311.086319503 5820297.021750094, 392307.554964407 5820296.320187110, 392304.447148294 5820294.507717381, 392302.079837401 5820291.799947792, 392300.710409535 5820288.480556034, 392300.710409534 5820288.480556032, 392300.488919543 5820284.891208841, 392301.430961398 5820281.432156523, 392303.449141694 5820278.450267879, 392306.313351643 5820276.284410778, 392309.729486631 5820275.141324451, 392313.327345932 5820275.162649929, 392316.733303554 5820276.334317532, 392319.633813956 5820278.596431131, 392321.622490285 5820281.679705095, 392321.622490285 5820281.679705096, 392322.488468123 5820285.254932524, 392322.127720260 5820288.912673053 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,911,,,"POLYGON(( 392319.216430282 5820221.605755256, 392314.061808553 5820227.628806039, 392335.741313487 5820242.751837060, 392335.978201830 5820239.989557847, 392338.966461350 5820240.245825598, 392341.954712138 5820240.502092217, 392341.425326926 5820246.675084045, 392363.592321875 5820261.498733894, 392379.609857957 5820278.412561595, 392384.805498127 5820276.511876222, 392400.057491615 5820265.660807347, 392365.135531816 5820230.163538239, 392343.344497746 5820213.844662238, 392337.899304419 5820221.501390555, 392330.190664318 5820216.039730278, 392335.780255476 5820208.179950261, 392332.208299309 5820205.504982676, 392319.216430282 5820221.605755256 ), ( 392322.014140976 5820229.427266276, 392318.224829551 5820224.714307574, 392318.418062310 5820224.559913479, 392318.353000000 5820224.479000000, 392323.025000000 5820220.740000000, 392326.789000000 5820225.403000000, 392326.689626000 5820225.483086759, 392326.797053969 5820225.617007112, 392322.014140976 5820229.427266276 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,912,,,"POLYGON(( 392465.270492332 5820336.168112444, 392465.438068819 5820336.359896307, 392467.666010463 5820334.611171485, 392467.550578272 5820334.465820152, 392466.057012652 5820332.583521097, 392464.927128015 5820333.460191485, 392466.410365974 5820335.191648990, 392465.270492332 5820336.168112444 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,913,,,"POLYGON(( 392286.838606405 5820352.111004237, 392290.279971680 5820355.619262690, 392291.568747696 5820356.933130450, 392293.181845142 5820358.576422103, 392293.181859138 5820358.576411640, 392310.863691907 5820345.081356880, 392315.687195822 5820341.399810750, 392343.465547672 5820320.198060880, 392354.894532929 5820311.474278150, 392359.508265757 5820307.954180070, 392364.055795773 5820304.482946460, 392364.156839936 5820304.616212979, 392404.307158023 5820270.521092235, 392443.030678545 5820319.679935954, 392454.627695000 5820333.769275297, 392456.653896699 5820336.305530038, 392456.770332815 5820336.208974491, 392458.340273801 5820334.993438073, 392449.190736122 5820324.324906931, 392410.107112582 5820276.595598576, 392404.222658092 5820270.059142637, 392387.624775014 5820281.867747702, 392380.116247016 5820284.614541480, 392376.521846388 5820286.874405163, 392342.975559038 5820314.831314036, 392333.091649049 5820315.443240589, 392328.248920976 5820319.078670734, 392308.480400419 5820334.643233311, 392301.106181812 5820340.597008763, 392286.838606405 5820352.111004237 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,914,,,"POLYGON(( 392458.622888448 5820338.567657819, 392458.525826747 5820338.648190938, 392460.099411326 5820340.615244473, 392463.084335782 5820338.224356384, 392462.992638535 5820338.119413055, 392461.854873122 5820339.094066266, 392460.285893813 5820337.262518667, 392458.622888448 5820338.567657819 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,915,,,"POLYGON(( 392454.901694954 5820321.769782816, 392462.972489092 5820331.180479038, 392464.192470015 5820330.233690063, 392458.631003097 5820323.224728565, 392456.485724341 5820320.558341591, 392455.463421118 5820321.327424257, 392454.901694954 5820321.769782816 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,916,,,"POLYGON(( 392410.874732958 5820263.697910141, 392408.708591748 5820266.076737704, 392413.931403690 5820271.878243757, 392414.158579493 5820271.733669140, 392415.371068246 5820270.778830862, 392416.195422309 5820270.237369556, 392410.874732958 5820263.697910141 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,917,,,"POLYGON(( 392415.895880741 5820274.183119237, 392415.888443409 5820274.187852355, 392452.970597797 5820319.472947797, 392453.633870657 5820318.950621413, 392454.604305029 5820318.220559854, 392424.748285920 5820281.132544773, 392420.053274337 5820274.972953198, 392418.099143476 5820272.575286999, 392417.125381253 5820273.214884092, 392415.895880741 5820274.183119237 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,918,,,"POLYGON(( 392322.587732754 5820189.032198310, 392324.062971775 5820190.145627833, 392327.201085597 5820192.250388494, 392331.579256032 5820195.800031360, 392332.633530437 5820194.383540852, 392326.676514514 5820189.700244064, 392327.201724653 5820189.032198310, 392322.587732754 5820189.032198310 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,919,,,"POLYGON(( 392328.576662102 5820189.032198310, 392333.613619754 5820192.992162170, 392336.295144334 5820189.032198310, 392328.576662102 5820189.032198310 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,920,,,"POLYGON(( 392337.351351380 5820198.091424514, 392336.240961715 5820199.583309421, 392338.106045337 5820201.098486688, 392384.030537672 5820236.762415632, 392394.415220017 5820245.003965637, 392401.638808087 5820251.181308687, 392404.793626005 5820254.458839646, 392406.789286490 5820256.538727439, 392407.935324513 5820257.804039111, 392408.555083507 5820257.035391287, 392409.064206902 5820256.402724689, 392405.742155425 5820252.940460888, 392402.873914839 5820249.962231512, 392395.340297078 5820243.483178439, 392387.360964210 5820237.383221832, 392337.351351380 5820198.091424514 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,921,,,"POLYGON(( 392341.741084009 5820191.687998903, 392338.341668023 5820196.708116148, 392388.402108942 5820236.039848601, 392396.411380404 5820242.162692442, 392404.042669333 5820248.725744747, 392406.967410988 5820251.762641979, 392410.104553884 5820255.032192930, 392418.729822449 5820236.116470030, 392418.729822446 5820236.116470035, 392436.667800066 5820189.122974105, 392439.469833012 5820190.192542619, 392442.271857295 5820191.262109993, 392425.069858357 5820236.327504402, 392428.407314393 5820239.069552771, 392430.102000000 5820234.543000000, 392431.158000000 5820231.723000000, 392440.014000000 5820208.066000000, 392447.140132063 5820189.032199437, 392447.490141673 5820189.032199437, 392447.490142088 5820189.032198314, 392348.734809949 5820189.032198310, 392348.706966938 5820189.784772689, 392348.334258415 5820190.738779847, 392347.666153921 5820191.532345252, 392346.775080805 5820192.063734209, 392345.761581893 5820192.275106268, 392344.733962435 5820192.152961132, 392343.801016758 5820191.706042888, 392343.072272899 5820190.976462207, 392342.610502049 5820190.040736763, 392342.481035929 5820189.032198309, 392339.626982030 5820189.032198309, 392342.376345697 5820190.230663767, 392341.741084009 5820191.687998903 ), ( 392409.630169554 5820246.190926427, 392406.588377214 5820243.675974726, 392409.762235512 5820239.845329724, 392412.804028429 5820242.360281422, 392409.630169554 5820246.190926427 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,922,,,"POLYGON(( 392413.058239388 5820261.006953921, 392411.972225663 5820262.353868237, 392417.623618398 5820269.299782852, 392419.048815962 5820268.364877533, 392413.058239388 5820261.006953921 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,923,,,"POLYGON(( 392459.605925631 5820318.223566554, 392457.846421228 5820319.538340511, 392459.958787339 5820322.163820068, 392468.881715465 5820333.409137371, 392469.002952590 5820333.561798234, 392470.729939574 5820332.206277261, 392470.618195018 5820332.067996443, 392470.057884379 5820331.376512722, 392469.125263450 5820330.202884585, 392467.399868838 5820331.541607421, 392465.535210835 5820329.191630976, 392467.258758901 5820327.854039317, 392468.995491508 5820330.039577074, 392459.605925631 5820318.223566554 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,924,,,"POLYGON(( 392419.527578126 5820271.637762556, 392421.388179856 5820273.920671056, 392426.086305537 5820280.084348197, 392455.964805179 5820317.200289430, 392457.739172929 5820315.874409005, 392444.240136080 5820298.886961075, 392422.342118749 5820272.409875547, 392420.952479429 5820270.703051531, 392419.527578126 5820271.637762556 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,925,,,"POLYGON(( 392376.100872698 5820232.756272629, 392404.578506437 5820261.703049820, 392406.438666812 5820259.660248854, 392406.855388239 5820259.143415663, 392405.546019106 5820257.697774273, 392403.568214738 5820255.636496292, 392400.471535579 5820252.419365647, 392393.334302697 5820246.315870510, 392382.981033451 5820238.099250849, 392376.100872698 5820232.756272629 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,926,,,"POLYGON(( 392531.820321644 5820273.988740897, 392531.820321644 5820273.988740898, 392532.211042957 5820276.099245430, 392532.211042957 5820276.099245431, 392535.225836808 5820280.406406675, 392535.857077810 5820278.911279981, 392535.835931538 5820277.020060410, 392535.030344398 5820274.333715638, 392533.791676284 5820272.580316186, 392531.820321644 5820273.988740897, 392531.820321644 5820273.988740897 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,927,,,"POLYGON(( 392505.126458807 5820302.269783378, 392506.813040153 5820303.575180688, 392512.978865386 5820298.732761279, 392524.555414138 5820290.035079478, 392532.376111782 5820283.905917090, 392533.354958350 5820282.967183593, 392533.048236405 5820282.525604079, 392532.108074097 5820281.182417508, 392521.473669005 5820289.566929186, 392520.316923681 5820290.473671283, 392519.112892503 5820291.417797375, 392505.126458807 5820302.269783378 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,928,,,"POLYGON(( 392235.070606853 5820228.495739233, 392249.876157770 5820212.859666841, 392248.467453136 5820211.601375395, 392235.070615618 5820226.208050825, 392235.070606853 5820228.495739233 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,929,,,"POLYGON(( 392250.494886793 5820209.390848816, 392251.956048944 5820210.695996689, 392273.148472409 5820189.032198307, 392269.754633990 5820189.032199434, 392263.060290529 5820196.278020710, 392262.777094835 5820195.999462515, 392250.494886793 5820209.390848816 ))"
,,,,,,,,Pedestrain_Area,,,,10178,,,,,,,,,,,yes,,,,,paving_stones,,,,,,,,,,pedestrian,yes,,930,,,"POLYGON(( 392794.833514532 5820557.036503020, 392789.762311860 5820560.610691573, 392808.841528126 5820588.034264730, 392808.841528126 5820588.034264730, 392810.616705006 5820588.221841345, 392810.202710425 5820585.950033884, 392811.640894307 5820577.734186794, 392814.898786560 5820572.182388615, 392800.798879340 5820552.833502218, 392794.833514532 5820557.036503020 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,931,,,"POLYGON(( 392439.502636826 5820290.492099781, 392452.843907742 5820290.492099781, 392452.757360696 5820290.411154954, 392451.789552839 5820289.563869283, 392451.525435027 5820289.872295825, 392451.525435013 5820289.872295812, 392443.409751864 5820283.173270728, 392443.674437271 5820282.853150698, 392443.442707897 5820282.645974214, 392448.096524405 5820277.211425236, 392456.179253672 5820284.437746829, 392455.691414119 5820285.007426947, 392456.782744044 5820285.962852570, 392460.157084864 5820289.118775034, 392469.457247025 5820280.559464315, 392422.608401501 5820242.068527007, 392415.168128064 5820258.385487464, 392414.147824095 5820259.653378351, 392421.480701605 5820268.659982735, 392420.477438677 5820267.427725375, 392421.402590857 5820266.820841311, 392422.408579949 5820266.017717684, 392423.344200616 5820267.189665127, 392424.279812627 5820268.361611438, 392423.164565462 5820269.251960709, 392422.381102103 5820269.765899351, 392423.655963175 5820271.331747042, 392439.502636826 5820290.492099781 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,932,,,"POLYGON(( 392467.522717736 5820290.492099781, 392481.324319940 5820290.492099781, 392474.114383746 5820284.425526118, 392467.522717736 5820290.492099781 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,933,,,"POLYGON(( 392500.209813884 5820306.084577271, 392470.468130451 5820329.160962520, 392471.383450859 5820330.312819356, 392471.939379442 5820330.998895129, 392472.068940999 5820331.159223997, 392473.196162606 5820330.280140406, 392474.317097028 5820329.398761417, 392475.843087880 5820328.203275898, 392476.019424830 5820328.052138010, 392485.403618590 5820320.388139605, 392501.996209215 5820307.479960453, 392500.209813884 5820306.084577271 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,934,,,"POLYGON(( 392497.767702897 5820304.177003655, 392495.265909923 5820302.222811445, 392481.324319940 5820290.492099781, 392467.522717736 5820290.492099781, 392464.550361278 5820293.227678218, 392464.572723685 5820293.248593125, 392452.919724959 5820303.772774325, 392450.909507127 5820301.546936993, 392448.899280655 5820299.321098518, 392455.708620417 5820293.171378652, 392452.843907742 5820290.492099781, 392439.502636826 5820290.492099781, 392445.560398994 5820297.816593394, 392459.101224039 5820314.856628502, 392459.588270768 5820314.492687190, 392460.630134916 5820313.660927421, 392461.565752367 5820314.832877230, 392462.501361188 5820316.004825905, 392461.421997997 5820316.866522693, 392460.967976720 5820317.205786038, 392468.601510428 5820326.811971921, 392497.767702896 5820304.177003655, 392497.767702897 5820304.177003655 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,935,,,"POLYGON(( 392495.984021296 5820232.106580509, 392497.677633347 5820232.106580509, 392469.174305395 5820190.946997993, 392470.407163473 5820190.093238030, 392471.640012924 5820189.239476948, 392501.325812068 5820232.106580509, 392505.218336393 5820232.106580509, 392474.809552786 5820189.032198315, 392465.905564544 5820189.032198314, 392467.091567352 5820190.746503556, 392473.079000000 5820199.318000000, 392474.367000000 5820201.162000000, 392478.729000000 5820207.406000000, 392484.146000000 5820215.160000000, 392486.359000000 5820218.328000000, 392492.848000000 5820227.617000000, 392495.984021296 5820232.106580509 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,936,,,"POLYGON(( 392527.304870483 5820274.657356344, 392527.363432776 5820274.973684069, 392497.677633347 5820232.106580509, 392495.984021296 5820232.106580509, 392497.586000000 5820234.400000000, 392498.873000000 5820236.244000000, 392504.714000000 5820244.605000000, 392506.340000000 5820246.933000000, 392506.784000000 5820247.569000000, 392506.529385755 5820247.746809591, 392527.307049372 5820276.539259939, 392500.005466460 5820298.079431846, 392499.852253597 5820298.187600616, 392502.672565024 5820300.370493816, 392518.466432748 5820288.113367858, 392530.385383620 5820278.721252354, 392529.567204658 5820277.552340362, 392529.321208919 5820276.965398022, 392527.304870483 5820274.657356344 ))"
,,,,,yes,,,Pedestrain_Area,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,pedestrian,yes,yes,937,,,"POLYGON(( 392529.145890704 5820272.279532773, 392532.062572904 5820270.131741862, 392505.218336393 5820232.106580509, 392501.325812068 5820232.106580509, 392529.145890703 5820272.279532773, 392529.145890704 5820272.279532773 ))"
